curation_id	curation_type	dataset_id	split_id	curated_field	original_value	curated_value	source_evidence	source_PMID	source_DOI	rationale	curator	curation_date_if_available	used_in_stage	used_in_figure_or_table	review_status	notes
CUR00109	dataset_role_assignment	GSE166655	GSE166655_design__T=Tibialis_anterior__H=1008__B=NA__G=delivery_aav9_ar45__VS=delivery_untreated	manuscript_analysis_group	extended_validation	Extended validation	<local_project_root>\audit\results\manuscript_dataset_role_table.tsv	34417184	10.1126/sciadv.abi6896	external extended transfer; not acute innate validation	not_recorded_in_source	NA	08_dataset_role_cleanup	Figures 1-5; Supplementary Tables S1-S2	documented	Late timepoint; exploratory transfer, not strict acute innate validation. Organism metadata unavailable in inspected design files.
CUR00110	inclusion_exclusion_decision	GSE166655	GSE166655_design__T=Tibialis_anterior__H=1008__B=NA__G=delivery_aav9_ar45__VS=delivery_untreated	primary_claim_included_yes_no	extended_exploratory_transfer	no	<local_project_root>\audit\results\manuscript_dataset_role_table.tsv	34417184	10.1126/sciadv.abi6896	External late-time transfer contrast; exploratory for publication claims.	not_recorded_in_source	NA	08_dataset_role_cleanup	Supplementary Table S1; Supplementary Table S2	documented	Late timepoint; exploratory transfer, not strict acute innate validation. Organism metadata unavailable in inspected design files.
CUR00111	dataset_role_assignment	GSE166655	GSE166655_design__T=Tibialis_anterior__H=1008__B=NA__G=delivery_aav9_gfp__VS=delivery_untreated	manuscript_analysis_group	extended_validation	Extended validation	<local_project_root>\audit\results\manuscript_dataset_role_table.tsv	34417184	10.1126/sciadv.abi6896	external extended transfer; not acute innate validation	not_recorded_in_source	NA	08_dataset_role_cleanup	Figures 1-5; Supplementary Tables S1-S2	documented	Late timepoint; exploratory transfer, not strict acute innate validation. Organism metadata unavailable in inspected design files.
CUR00112	inclusion_exclusion_decision	GSE166655	GSE166655_design__T=Tibialis_anterior__H=1008__B=NA__G=delivery_aav9_gfp__VS=delivery_untreated	primary_claim_included_yes_no	extended_exploratory_transfer	no	<local_project_root>\audit\results\manuscript_dataset_role_table.tsv	34417184	10.1126/sciadv.abi6896	External late-time transfer contrast; exploratory for publication claims.	not_recorded_in_source	NA	08_dataset_role_cleanup	Supplementary Table S1; Supplementary Table S2	documented	Late timepoint; exploratory transfer, not strict acute innate validation. Organism metadata unavailable in inspected design files.
CUR00113	dataset_role_assignment	GSE178313	GSE178313_design__T=Liver__H=24__B=NA__G=mouse_repopulated_lnp__VS=mouse_repopulated_pbs	manuscript_analysis_group	extended_validation	Extended validation	<local_project_root>\audit\results\manuscript_dataset_role_table.tsv	NA	NA	external extended transfer because of species/humanized-liver context; not strict primary validation	not_recorded_in_source	NA	08_dataset_role_cleanup	Figures 1-5; Supplementary Tables S1-S2	documented	24 h timepoint; exploratory transfer because of species/humanized-liver context, not because the timepoint is late.
CUR00114	inclusion_exclusion_decision	GSE178313	GSE178313_design__T=Liver__H=24__B=NA__G=mouse_repopulated_lnp__VS=mouse_repopulated_pbs	primary_claim_included_yes_no	extended_exploratory_transfer	no	<local_project_root>\audit\results\manuscript_dataset_role_table.tsv	NA	NA	External 24 h contrast retained as exploratory transfer because of species/humanized-liver context.	not_recorded_in_source	NA	08_dataset_role_cleanup	Supplementary Table S1; Supplementary Table S2	documented	24 h timepoint; exploratory transfer because of species/humanized-liver context, not because the timepoint is late.
CUR00115	dataset_role_assignment	GSE264344	GSE264344_design__T=Blood__H=72__B=NA__G=delivery_ad26__VS=baseline_0	manuscript_analysis_group	extended_validation	Extended validation	<local_project_root>\audit\results\manuscript_dataset_role_table.tsv	40162786	10.1128/jvi.00247-25	time_h > 24: extended validation / waning tissue-time kinetics	not_recorded_in_source	NA	08_dataset_role_cleanup	Figures 1-5; Supplementary Tables S1-S2	documented	Late timepoint; exploratory transfer, not strict acute innate validation. Organism metadata unavailable in inspected design files.
CUR00116	inclusion_exclusion_decision	GSE264344	GSE264344_design__T=Blood__H=72__B=NA__G=delivery_ad26__VS=baseline_0	primary_claim_included_yes_no	extended_exploratory_transfer	no	<local_project_root>\audit\results\manuscript_dataset_role_table.tsv	40162786	10.1128/jvi.00247-25	External late-time transfer contrast; exploratory for publication claims.	not_recorded_in_source	NA	08_dataset_role_cleanup	Supplementary Table S1; Supplementary Table S2	documented	Late timepoint; exploratory transfer, not strict acute innate validation. Organism metadata unavailable in inspected design files.
CUR00117	dataset_role_assignment	GSE264344	GSE264344_design__T=Blood__H=72__B=NA__G=delivery_ad5__VS=baseline_0	manuscript_analysis_group	extended_validation	Extended validation	<local_project_root>\audit\results\manuscript_dataset_role_table.tsv	40162786	10.1128/jvi.00247-25	time_h > 24: extended validation / waning tissue-time kinetics	not_recorded_in_source	NA	08_dataset_role_cleanup	Figures 1-5; Supplementary Tables S1-S2	documented	Late timepoint; exploratory transfer, not strict acute innate validation. Organism metadata unavailable in inspected design files.
CUR00118	inclusion_exclusion_decision	GSE264344	GSE264344_design__T=Blood__H=72__B=NA__G=delivery_ad5__VS=baseline_0	primary_claim_included_yes_no	extended_exploratory_transfer	no	<local_project_root>\audit\results\manuscript_dataset_role_table.tsv	40162786	10.1128/jvi.00247-25	External late-time transfer contrast; exploratory for publication claims.	not_recorded_in_source	NA	08_dataset_role_cleanup	Supplementary Table S1; Supplementary Table S2	documented	Late timepoint; exploratory transfer, not strict acute innate validation. Organism metadata unavailable in inspected design files.
CUR00119	dataset_role_assignment	GSE264344	GSE264344_design__T=Muscle__H=72__B=NA__G=delivery_ad26__VS=baseline_0	manuscript_analysis_group	extended_validation	Extended validation	<local_project_root>\audit\results\manuscript_dataset_role_table.tsv	40162786	10.1128/jvi.00247-25	time_h > 24: extended validation / waning tissue-time kinetics	not_recorded_in_source	NA	08_dataset_role_cleanup	Figures 1-5; Supplementary Tables S1-S2	documented	Late timepoint; exploratory transfer, not strict acute innate validation. Organism metadata unavailable in inspected design files.
CUR00120	inclusion_exclusion_decision	GSE264344	GSE264344_design__T=Muscle__H=72__B=NA__G=delivery_ad26__VS=baseline_0	primary_claim_included_yes_no	extended_exploratory_transfer	no	<local_project_root>\audit\results\manuscript_dataset_role_table.tsv	40162786	10.1128/jvi.00247-25	External late-time transfer contrast; exploratory for publication claims.	not_recorded_in_source	NA	08_dataset_role_cleanup	Supplementary Table S1; Supplementary Table S2	documented	Late timepoint; exploratory transfer, not strict acute innate validation. Organism metadata unavailable in inspected design files.
CUR00121	dataset_role_assignment	GSE264344	GSE264344_design__T=Muscle__H=72__B=NA__G=delivery_ad5__VS=baseline_0	manuscript_analysis_group	extended_validation	Extended validation	<local_project_root>\audit\results\manuscript_dataset_role_table.tsv	40162786	10.1128/jvi.00247-25	time_h > 24: extended validation / waning tissue-time kinetics	not_recorded_in_source	NA	08_dataset_role_cleanup	Figures 1-5; Supplementary Tables S1-S2	documented	Late timepoint; exploratory transfer, not strict acute innate validation. Organism metadata unavailable in inspected design files.
CUR00122	inclusion_exclusion_decision	GSE264344	GSE264344_design__T=Muscle__H=72__B=NA__G=delivery_ad5__VS=baseline_0	primary_claim_included_yes_no	extended_exploratory_transfer	no	<local_project_root>\audit\results\manuscript_dataset_role_table.tsv	40162786	10.1128/jvi.00247-25	External late-time transfer contrast; exploratory for publication claims.	not_recorded_in_source	NA	08_dataset_role_cleanup	Supplementary Table S1; Supplementary Table S2	documented	Late timepoint; exploratory transfer, not strict acute innate validation. Organism metadata unavailable in inspected design files.
CUR00123	dataset_role_assignment	GSE264344	GSE264344_design__T=dLN__H=72__B=NA__G=delivery_ad26__VS=baseline_0	manuscript_analysis_group	extended_validation	Extended validation	<local_project_root>\audit\results\manuscript_dataset_role_table.tsv	40162786	10.1128/jvi.00247-25	time_h > 24: extended validation / waning tissue-time kinetics	not_recorded_in_source	NA	08_dataset_role_cleanup	Figures 1-5; Supplementary Tables S1-S2	documented	Late timepoint; exploratory transfer, not strict acute innate validation. Organism metadata unavailable in inspected design files.
CUR00124	inclusion_exclusion_decision	GSE264344	GSE264344_design__T=dLN__H=72__B=NA__G=delivery_ad26__VS=baseline_0	primary_claim_included_yes_no	extended_exploratory_transfer	no	<local_project_root>\audit\results\manuscript_dataset_role_table.tsv	40162786	10.1128/jvi.00247-25	External late-time transfer contrast; exploratory for publication claims.	not_recorded_in_source	NA	08_dataset_role_cleanup	Supplementary Table S1; Supplementary Table S2	documented	Late timepoint; exploratory transfer, not strict acute innate validation. Organism metadata unavailable in inspected design files.
CUR00125	dataset_role_assignment	GSE264344	GSE264344_design__T=dLN__H=72__B=NA__G=delivery_ad5__VS=baseline_0	manuscript_analysis_group	extended_validation	Extended validation	<local_project_root>\audit\results\manuscript_dataset_role_table.tsv	40162786	10.1128/jvi.00247-25	time_h > 24: extended validation / waning tissue-time kinetics	not_recorded_in_source	NA	08_dataset_role_cleanup	Figures 1-5; Supplementary Tables S1-S2	documented	Late timepoint; exploratory transfer, not strict acute innate validation. Organism metadata unavailable in inspected design files.
CUR00126	inclusion_exclusion_decision	GSE264344	GSE264344_design__T=dLN__H=72__B=NA__G=delivery_ad5__VS=baseline_0	primary_claim_included_yes_no	extended_exploratory_transfer	no	<local_project_root>\audit\results\manuscript_dataset_role_table.tsv	40162786	10.1128/jvi.00247-25	External late-time transfer contrast; exploratory for publication claims.	not_recorded_in_source	NA	08_dataset_role_cleanup	Supplementary Table S1; Supplementary Table S2	documented	Late timepoint; exploratory transfer, not strict acute innate validation. Organism metadata unavailable in inspected design files.
CUR00127	dataset_role_assignment	GSE314070	GSE314070_design__T=small_intestine__H=336__B=NA__G=delivery_am80_lnp__VS=baseline_0	manuscript_analysis_group	extended_validation	Extended validation	<local_project_root>\audit\results\manuscript_dataset_role_table.tsv	41671339	10.1126/scitranslmed.adw6105	external extended transfer; not acute innate validation	not_recorded_in_source	NA	08_dataset_role_cleanup	Figures 1-5; Supplementary Tables S1-S2	documented	Late timepoint; exploratory transfer, not strict acute innate validation. Organism metadata unavailable in inspected design files.
CUR00128	inclusion_exclusion_decision	GSE314070	GSE314070_design__T=small_intestine__H=336__B=NA__G=delivery_am80_lnp__VS=baseline_0	primary_claim_included_yes_no	extended_exploratory_transfer	no	<local_project_root>\audit\results\manuscript_dataset_role_table.tsv	41671339	10.1126/scitranslmed.adw6105	External late-time transfer contrast; exploratory for publication claims.	not_recorded_in_source	NA	08_dataset_role_cleanup	Supplementary Table S1; Supplementary Table S2	documented	Late timepoint; exploratory transfer, not strict acute innate validation. Organism metadata unavailable in inspected design files.
CUR00129	dataset_role_assignment	GSE314070	GSE314070_design__T=small_intestine__H=336__B=NA__G=delivery_sm102_lnp__VS=baseline_0	manuscript_analysis_group	extended_validation	Extended validation	<local_project_root>\audit\results\manuscript_dataset_role_table.tsv	41671339	10.1126/scitranslmed.adw6105	external extended transfer; not acute innate validation	not_recorded_in_source	NA	08_dataset_role_cleanup	Figures 1-5; Supplementary Tables S1-S2	documented	Late timepoint; exploratory transfer, not strict acute innate validation. Organism metadata unavailable in inspected design files.
CUR00130	inclusion_exclusion_decision	GSE314070	GSE314070_design__T=small_intestine__H=336__B=NA__G=delivery_sm102_lnp__VS=baseline_0	primary_claim_included_yes_no	extended_exploratory_transfer	no	<local_project_root>\audit\results\manuscript_dataset_role_table.tsv	41671339	10.1126/scitranslmed.adw6105	External late-time transfer contrast; exploratory for publication claims.	not_recorded_in_source	NA	08_dataset_role_cleanup	Supplementary Table S1; Supplementary Table S2	documented	Late timepoint; exploratory transfer, not strict acute innate validation. Organism metadata unavailable in inspected design files.
CUR00131	dataset_role_assignment	GSE262515_cell_line	GSE262515_cell_line__T=cell_line__H=16__B=NA__G=delivery_tlnp_sihbv_50nm__VS=baseline_0	manuscript_analysis_group	secondary_support	Secondary support	<local_project_root>\audit\results\manuscript_dataset_role_table.tsv	38902241	10.1038/s41392-024-01871-8	secondary support / weak-context audit; not in production discovery set	not_recorded_in_source	NA	08_dataset_role_cleanup	Figures 1-5; Supplementary Tables S1-S2	documented	16 h in-vitro therapeutic tLNP/RNAi context; secondary support, not primary in-vivo validation.
CUR00132	inclusion_exclusion_decision	GSE262515_cell_line	GSE262515_cell_line__T=cell_line__H=16__B=NA__G=delivery_tlnp_sihbv_50nm__VS=baseline_0	primary_claim_included_yes_no	secondary_support_not_primary	no	<local_project_root>\audit\results\manuscript_dataset_role_table.tsv	38902241	10.1038/s41392-024-01871-8	In-vitro therapeutic tLNP/RNAi context; retained as secondary support rather than primary in-vivo validation.	not_recorded_in_source	NA	08_dataset_role_cleanup	Supplementary Table S1; Supplementary Table S2	documented	16 h in-vitro therapeutic tLNP/RNAi context; secondary support, not primary in-vivo validation.
CUR00133	dataset_role_assignment	GSE262515_cell_line	GSE262515_cell_line__T=cell_line__H=16__B=NA__G=delivery_tlnp_sinc_50nm__VS=baseline_0	manuscript_analysis_group	secondary_support	Secondary support	<local_project_root>\audit\results\manuscript_dataset_role_table.tsv	38902241	10.1038/s41392-024-01871-8	secondary support / weak-context audit; not in production discovery set	not_recorded_in_source	NA	08_dataset_role_cleanup	Figures 1-5; Supplementary Tables S1-S2	documented	16 h in-vitro therapeutic tLNP/RNAi context; secondary support, not primary in-vivo validation.
CUR00134	inclusion_exclusion_decision	GSE262515_cell_line	GSE262515_cell_line__T=cell_line__H=16__B=NA__G=delivery_tlnp_sinc_50nm__VS=baseline_0	primary_claim_included_yes_no	secondary_support_not_primary	no	<local_project_root>\audit\results\manuscript_dataset_role_table.tsv	38902241	10.1038/s41392-024-01871-8	In-vitro therapeutic tLNP/RNAi context; retained as secondary support rather than primary in-vivo validation.	not_recorded_in_source	NA	08_dataset_role_cleanup	Supplementary Table S1; Supplementary Table S2	documented	16 h in-vitro therapeutic tLNP/RNAi context; secondary support, not primary in-vivo validation.
CUR00135	dataset_role_assignment	GSE262515_tissue	GSE262515_tissue__T=tissue__H=72__B=NA__G=delivery_tlnp_sihbv_1mg_kg__VS=baseline_0	manuscript_analysis_group	secondary_support	Secondary support	<local_project_root>\audit\results\manuscript_dataset_role_table.tsv	38902241	10.1038/s41392-024-01871-8	secondary support / weak-context audit; not in production discovery set	not_recorded_in_source	NA	08_dataset_role_cleanup	Figures 1-5; Supplementary Tables S1-S2	documented	Late timepoint; exploratory transfer, not strict acute innate validation. Organism metadata unavailable in inspected design files.
CUR00136	inclusion_exclusion_decision	GSE262515_tissue	GSE262515_tissue__T=tissue__H=72__B=NA__G=delivery_tlnp_sihbv_1mg_kg__VS=baseline_0	primary_claim_included_yes_no	secondary_support_not_primary	no	<local_project_root>\audit\results\manuscript_dataset_role_table.tsv	38902241	10.1038/s41392-024-01871-8	Calibration dataset beyond 24 h; treated as exploratory transfer.	not_recorded_in_source	NA	08_dataset_role_cleanup	Supplementary Table S1; Supplementary Table S2	documented	Late timepoint; exploratory transfer, not strict acute innate validation. Organism metadata unavailable in inspected design files.
CUR00137	dataset_role_assignment	GSE262515_tissue	GSE262515_tissue__T=tissue__H=72__B=NA__G=delivery_tlnp_sihbv_2_5mg_kg__VS=baseline_0	manuscript_analysis_group	secondary_support	Secondary support	<local_project_root>\audit\results\manuscript_dataset_role_table.tsv	38902241	10.1038/s41392-024-01871-8	secondary support / weak-context audit; not in production discovery set	not_recorded_in_source	NA	08_dataset_role_cleanup	Figures 1-5; Supplementary Tables S1-S2	documented	Late timepoint; exploratory transfer, not strict acute innate validation. Organism metadata unavailable in inspected design files.
CUR00138	inclusion_exclusion_decision	GSE262515_tissue	GSE262515_tissue__T=tissue__H=72__B=NA__G=delivery_tlnp_sihbv_2_5mg_kg__VS=baseline_0	primary_claim_included_yes_no	secondary_support_not_primary	no	<local_project_root>\audit\results\manuscript_dataset_role_table.tsv	38902241	10.1038/s41392-024-01871-8	Calibration dataset beyond 24 h; treated as exploratory transfer.	not_recorded_in_source	NA	08_dataset_role_cleanup	Supplementary Table S1; Supplementary Table S2	documented	Late timepoint; exploratory transfer, not strict acute innate validation. Organism metadata unavailable in inspected design files.
CUR00139	dataset_role_assignment	GSE262515_tissue	GSE262515_tissue__T=tissue__H=72__B=NA__G=delivery_tlnp_sinc_1mg_kg__VS=baseline_0	manuscript_analysis_group	secondary_support	Secondary support	<local_project_root>\audit\results\manuscript_dataset_role_table.tsv	38902241	10.1038/s41392-024-01871-8	secondary support / weak-context audit; not in production discovery set	not_recorded_in_source	NA	08_dataset_role_cleanup	Figures 1-5; Supplementary Tables S1-S2	documented	Late timepoint; exploratory transfer, not strict acute innate validation. Organism metadata unavailable in inspected design files.
CUR00140	inclusion_exclusion_decision	GSE262515_tissue	GSE262515_tissue__T=tissue__H=72__B=NA__G=delivery_tlnp_sinc_1mg_kg__VS=baseline_0	primary_claim_included_yes_no	secondary_support_not_primary	no	<local_project_root>\audit\results\manuscript_dataset_role_table.tsv	38902241	10.1038/s41392-024-01871-8	Calibration dataset beyond 24 h; treated as exploratory transfer.	not_recorded_in_source	NA	08_dataset_role_cleanup	Supplementary Table S1; Supplementary Table S2	documented	Late timepoint; exploratory transfer, not strict acute innate validation. Organism metadata unavailable in inspected design files.
CUR00141	split_definition	GSE119119	GSE119119_design__T=whole_liver__H=4__B=NA__G=GID00069418__VS=WT_uninfected_whole_liver	delivery_vs_control_split	<local_project_root>/00_metadata/verified_metadata/splited/GSE119119_design/GSE119119_design__T=whole_liver__H=4__B=NA__G=GID00069418__VS=WT_uninfected_whole_liver.tsv	WT virus plus rh9C12 H433A whole liver versus WT uninfected whole liver	<local_project_root>\audit\results\supplement_dataset_split_provenance_v7.tsv	30209217	10.1073/pnas.1806314115	Curated split definition consumed by automated scoring and transfer-evaluation scripts.	not_recorded_in_source	NA	02_design_and_split_generation; 07_split_contrast_transfer_evaluation	Supplementary Table S2; validation figures	documented	verified_from_local_metadata_and_manual_paper_context
CUR00142	treatment_control_label	GSE119119	GSE119119_design__T=whole_liver__H=4__B=NA__G=GID00069418__VS=WT_uninfected_whole_liver	treatment_group_clean	WT_virus_plus_rh9C12_H433A_whole_liver	WT virus plus rh9C12 H433A whole liver	<local_project_root>\audit\results\supplement_dataset_split_provenance_v7.tsv	30209217	10.1073/pnas.1806314115	Curated treatment/delivery label harmonized from dataset metadata.	not_recorded_in_source	NA	02_design_and_split_generation	Supplementary Table S2	documented	delivery group label
CUR00143	treatment_control_label	GSE119119	GSE119119_design__T=whole_liver__H=4__B=NA__G=GID00069418__VS=WT_uninfected_whole_liver	control_group_clean	WT_uninfected_whole_liver	WT uninfected whole liver	<local_project_root>\audit\results\supplement_dataset_split_provenance_v7.tsv	30209217	10.1073/pnas.1806314115	Curated control/baseline label harmonized from dataset metadata.	not_recorded_in_source	NA	02_design_and_split_generation	Supplementary Table S2	documented	control group label
CUR00144	tissue_timepoint_annotation	GSE119119	GSE119119_design__T=whole_liver__H=4__B=NA__G=GID00069418__VS=WT_uninfected_whole_liver	tissue; timepoint_h	whole liver; 4	whole liver; 4	<local_project_root>\audit\results\supplement_dataset_split_provenance_v7.tsv	30209217	10.1073/pnas.1806314115	Curated tissue and timepoint annotations harmonize public metadata for split-level analysis.	not_recorded_in_source	NA	01_metadata_processing; 02_design_and_split_generation	Figures 1-5; Supplementary Tables S1-S3	documented	metadata annotation
CUR00145	delivery_platform_annotation	GSE119119	GSE119119_design__T=whole_liver__H=4__B=NA__G=GID00069418__VS=WT_uninfected_whole_liver	delivery_platform_or_modality	adenoviral vector / virus-antibody perturbation	adenoviral vector / virus-antibody perturbation	<local_project_root>\audit\results\supplement_dataset_split_provenance_v7.tsv	30209217	10.1073/pnas.1806314115	Curated delivery platform/modality label used for interpretation and provenance tables.	not_recorded_in_source	NA	01_metadata_processing; 08_dataset_role_cleanup	Supplementary Tables S1-S3	documented	delivery platform annotation
CUR00146	publication_context_mapping	GSE119119	GSE119119_design__T=whole_liver__H=4__B=NA__G=GID00069418__VS=WT_uninfected_whole_liver	paper_result_alignment	Positive IMRS is expected because this is an acute adenoviral-vector perturbation with innate antiviral biology at 4 h. Genotype/antibody perturbation should be mentioned as context.	matches_paper_context	<local_project_root>\audit\results\supplement_dataset_split_provenance_v7.tsv	30209217	10.1073/pnas.1806314115	Publication context was mapped to support interpretation of dataset role and boundary-context handling.	not_recorded_in_source	NA	09_boundary_context_audit	Supplementary Tables S1-S3	documented	Mouse liver RNA-seq 4 h after Ad5 delivery and Ad5 plus antibody perturbation in WT and TRIM21 KO contexts. Current splits compare virus/antibody perturbation groups against WT uninfected whole liver.
CUR00147	split_definition	GSE119119	GSE119119_design__T=whole_liver__H=4__B=NA__G=GID00088542__VS=TRIM21_KO_uninfected_whole_liver	delivery_vs_control_split	<local_project_root>/00_metadata/verified_metadata/splited/GSE119119_design/GSE119119_design__T=whole_liver__H=4__B=NA__G=GID00088542__VS=TRIM21_KO_uninfected_whole_liver.tsv	TRIM21 KO virus plus rh9C12 WT whole liver versus TRIM21 KO uninfected whole liver	<local_project_root>\audit\results\supplement_dataset_split_provenance_v7.tsv	30209217	10.1073/pnas.1806314115	Curated split definition consumed by automated scoring and transfer-evaluation scripts.	not_recorded_in_source	NA	02_design_and_split_generation; 07_split_contrast_transfer_evaluation	Supplementary Table S2; validation figures	documented	verified_from_local_metadata_and_manual_paper_context
CUR00148	treatment_control_label	GSE119119	GSE119119_design__T=whole_liver__H=4__B=NA__G=GID00088542__VS=TRIM21_KO_uninfected_whole_liver	treatment_group_clean	TRIM21_KO_virus_plus_rh9C12_WT_whole_liver	TRIM21 KO virus plus rh9C12 WT whole liver	<local_project_root>\audit\results\supplement_dataset_split_provenance_v7.tsv	30209217	10.1073/pnas.1806314115	Curated treatment/delivery label harmonized from dataset metadata.	not_recorded_in_source	NA	02_design_and_split_generation	Supplementary Table S2	documented	delivery group label
CUR00149	treatment_control_label	GSE119119	GSE119119_design__T=whole_liver__H=4__B=NA__G=GID00088542__VS=TRIM21_KO_uninfected_whole_liver	control_group_clean	TRIM21_KO_uninfected_whole_liver	TRIM21 KO uninfected whole liver	<local_project_root>\audit\results\supplement_dataset_split_provenance_v7.tsv	30209217	10.1073/pnas.1806314115	Curated control/baseline label harmonized from dataset metadata.	not_recorded_in_source	NA	02_design_and_split_generation	Supplementary Table S2	documented	control group label
CUR00150	tissue_timepoint_annotation	GSE119119	GSE119119_design__T=whole_liver__H=4__B=NA__G=GID00088542__VS=TRIM21_KO_uninfected_whole_liver	tissue; timepoint_h	whole liver; 4	whole liver; 4	<local_project_root>\audit\results\supplement_dataset_split_provenance_v7.tsv	30209217	10.1073/pnas.1806314115	Curated tissue and timepoint annotations harmonize public metadata for split-level analysis.	not_recorded_in_source	NA	01_metadata_processing; 02_design_and_split_generation	Figures 1-5; Supplementary Tables S1-S3	documented	metadata annotation
CUR00151	delivery_platform_annotation	GSE119119	GSE119119_design__T=whole_liver__H=4__B=NA__G=GID00088542__VS=TRIM21_KO_uninfected_whole_liver	delivery_platform_or_modality	adenoviral vector / virus-antibody perturbation	adenoviral vector / virus-antibody perturbation	<local_project_root>\audit\results\supplement_dataset_split_provenance_v7.tsv	30209217	10.1073/pnas.1806314115	Curated delivery platform/modality label used for interpretation and provenance tables.	not_recorded_in_source	NA	01_metadata_processing; 08_dataset_role_cleanup	Supplementary Tables S1-S3	documented	delivery platform annotation
CUR00152	publication_context_mapping	GSE119119	GSE119119_design__T=whole_liver__H=4__B=NA__G=GID00088542__VS=TRIM21_KO_uninfected_whole_liver	paper_result_alignment	Positive IMRS is expected because this is an acute adenoviral-vector perturbation with innate antiviral biology at 4 h. Genotype/antibody perturbation should be mentioned as context.	matches_paper_context	<local_project_root>\audit\results\supplement_dataset_split_provenance_v7.tsv	30209217	10.1073/pnas.1806314115	Publication context was mapped to support interpretation of dataset role and boundary-context handling.	not_recorded_in_source	NA	09_boundary_context_audit	Supplementary Tables S1-S3	documented	Mouse liver RNA-seq 4 h after Ad5 delivery and Ad5 plus antibody perturbation in WT and TRIM21 KO contexts. Current splits compare virus/antibody perturbation groups against WT uninfected whole liver.
CUR00153	split_definition	GSE119119	GSE119119_design__T=whole_liver__H=4__B=NA__G=GID00096342__VS=TRIM21_KO_uninfected_whole_liver	delivery_vs_control_split	<local_project_root>/00_metadata/verified_metadata/splited/GSE119119_design/GSE119119_design__T=whole_liver__H=4__B=NA__G=GID00096342__VS=TRIM21_KO_uninfected_whole_liver.tsv	TRIM21 KO virus plus rh9C12 H433A whole liver versus TRIM21 KO uninfected whole liver	<local_project_root>\audit\results\supplement_dataset_split_provenance_v7.tsv	30209217	10.1073/pnas.1806314115	Curated split definition consumed by automated scoring and transfer-evaluation scripts.	not_recorded_in_source	NA	02_design_and_split_generation; 07_split_contrast_transfer_evaluation	Supplementary Table S2; validation figures	documented	verified_from_local_metadata_and_manual_paper_context
CUR00154	treatment_control_label	GSE119119	GSE119119_design__T=whole_liver__H=4__B=NA__G=GID00096342__VS=TRIM21_KO_uninfected_whole_liver	treatment_group_clean	TRIM21_KO_virus_plus_rh9C12_H433A_whole_liver	TRIM21 KO virus plus rh9C12 H433A whole liver	<local_project_root>\audit\results\supplement_dataset_split_provenance_v7.tsv	30209217	10.1073/pnas.1806314115	Curated treatment/delivery label harmonized from dataset metadata.	not_recorded_in_source	NA	02_design_and_split_generation	Supplementary Table S2	documented	delivery group label
CUR00155	treatment_control_label	GSE119119	GSE119119_design__T=whole_liver__H=4__B=NA__G=GID00096342__VS=TRIM21_KO_uninfected_whole_liver	control_group_clean	TRIM21_KO_uninfected_whole_liver	TRIM21 KO uninfected whole liver	<local_project_root>\audit\results\supplement_dataset_split_provenance_v7.tsv	30209217	10.1073/pnas.1806314115	Curated control/baseline label harmonized from dataset metadata.	not_recorded_in_source	NA	02_design_and_split_generation	Supplementary Table S2	documented	control group label
CUR00156	tissue_timepoint_annotation	GSE119119	GSE119119_design__T=whole_liver__H=4__B=NA__G=GID00096342__VS=TRIM21_KO_uninfected_whole_liver	tissue; timepoint_h	whole liver; 4	whole liver; 4	<local_project_root>\audit\results\supplement_dataset_split_provenance_v7.tsv	30209217	10.1073/pnas.1806314115	Curated tissue and timepoint annotations harmonize public metadata for split-level analysis.	not_recorded_in_source	NA	01_metadata_processing; 02_design_and_split_generation	Figures 1-5; Supplementary Tables S1-S3	documented	metadata annotation
CUR00157	delivery_platform_annotation	GSE119119	GSE119119_design__T=whole_liver__H=4__B=NA__G=GID00096342__VS=TRIM21_KO_uninfected_whole_liver	delivery_platform_or_modality	adenoviral vector / virus-antibody perturbation	adenoviral vector / virus-antibody perturbation	<local_project_root>\audit\results\supplement_dataset_split_provenance_v7.tsv	30209217	10.1073/pnas.1806314115	Curated delivery platform/modality label used for interpretation and provenance tables.	not_recorded_in_source	NA	01_metadata_processing; 08_dataset_role_cleanup	Supplementary Tables S1-S3	documented	delivery platform annotation
CUR00158	publication_context_mapping	GSE119119	GSE119119_design__T=whole_liver__H=4__B=NA__G=GID00096342__VS=TRIM21_KO_uninfected_whole_liver	paper_result_alignment	Positive IMRS is expected because this is an acute adenoviral-vector perturbation with innate antiviral biology at 4 h. Genotype/antibody perturbation should be mentioned as context.	matches_paper_context	<local_project_root>\audit\results\supplement_dataset_split_provenance_v7.tsv	30209217	10.1073/pnas.1806314115	Publication context was mapped to support interpretation of dataset role and boundary-context handling.	not_recorded_in_source	NA	09_boundary_context_audit	Supplementary Tables S1-S3	documented	Mouse liver RNA-seq 4 h after Ad5 delivery and Ad5 plus antibody perturbation in WT and TRIM21 KO contexts. Current splits compare virus/antibody perturbation groups against WT uninfected whole liver.
