gse_id	split_id	split_path	manuscript_role	manuscript_interpretation_group	manuscript_interpretation_label	contrast_label	control_label	tissue	time_h	permutation_status	fail_reason	n_permutations	n_control	n_delivery	observed_delta_mean_imrs_z	null_mean_delta	null_sd_delta	null_q025_delta	null_q05_delta	null_q50_delta	null_q95_delta	null_q975_delta	null_z	empirical_p_two_sided	empirical_p_greater	empirical_p_less	empirical_p_two_sided_fdr	empirical_p_greater_fdr	empirical_p_less_fdr	observed_outside_95pct_null
GSE119119	GSE119119_design__T=whole_liver__H=4__B=NA__G=GID00088542__VS=TRIM21_KO_uninfected_whole_liver	<upstream_project_root>/00_metadata/verified_metadata/splited/GSE119119_design/GSE119119_design__T=whole_liver__H=4__B=NA__G=GID00088542__VS=TRIM21_KO_uninfected_whole_liver.tsv	primary_acute_validation	primary_acute_validation	Primary acute validation	TRIM21_KO_virus_plus_rh9C12_WT_whole_liver__vs__TRIM21_KO_uninfected_whole_liver	TRIM21_KO_uninfected_whole_liver	whole liver	4	ok	NA	1000	4	4	10.144728497024795	0.029098085974818024	3.965018929876301	-7.0398886656123185	-6.4239520114042055	-0.059459577397269925	6.4239520114042055	7.0398886656123185	2.5512186927605818	0.026973026973026972	0.014985014985014986	1	0.04828504828504829	0.026223776223776224	1	TRUE
GSE119119	GSE119119_design__T=whole_liver__H=4__B=NA__G=GID00096342__VS=TRIM21_KO_uninfected_whole_liver	<upstream_project_root>/00_metadata/verified_metadata/splited/GSE119119_design/GSE119119_design__T=whole_liver__H=4__B=NA__G=GID00096342__VS=TRIM21_KO_uninfected_whole_liver.tsv	primary_acute_validation	primary_acute_validation	Primary acute validation	TRIM21_KO_virus_plus_rh9C12_H433A_whole_liver__vs__TRIM21_KO_uninfected_whole_liver	TRIM21_KO_uninfected_whole_liver	whole liver	4	ok	NA	1000	4	4	9.804251345714937	0.11246179163771375	4.088346786569355	-9.804251345714937	-6.036405554642236	0.008182603457131066	6.036405554642236	6.379102315185343	2.37058891039179	0.05194805194805195	0.025974025974025976	1	0.0756386470672185	0.03787878787878788	1	TRUE
GSE119119	GSE119119_design__T=whole_liver__H=4__B=NA__G=TRIM21_KO_virus_only_whole_liver__VS=TRIM21_KO_uninfected_whole_liver	<upstream_project_root>/00_metadata/verified_metadata/splited/GSE119119_design/GSE119119_design__T=whole_liver__H=4__B=NA__G=TRIM21_KO_virus_only_whole_liver__VS=TRIM21_KO_uninfected_whole_liver.tsv	primary_acute_validation	primary_acute_validation	Primary acute validation	TRIM21_KO_virus_only_whole_liver__vs__TRIM21_KO_uninfected_whole_liver	TRIM21_KO_uninfected_whole_liver	whole liver	4	ok	NA	1000	4	4	8.694617784859638	0.10221875510636935	3.605637369617438	-7.0391567066652065	-6.423220052457092	0.17320710380171755	6.423220052457092	6.79065609089883	2.3830458110281154	0.02197802197802198	0.011988011988011988	1	0.042735042735042736	0.02268002268002268	1	TRUE
GSE119119	GSE119119_design__T=whole_liver__H=4__B=NA__G=WT_virus_only_whole_liver__VS=WT_uninfected_whole_liver	<upstream_project_root>/00_metadata/verified_metadata/splited/GSE119119_design/GSE119119_design__T=whole_liver__H=4__B=NA__G=WT_virus_only_whole_liver__VS=WT_uninfected_whole_liver.tsv	primary_acute_validation	primary_acute_validation	Primary acute validation	WT_virus_only_whole_liver__vs__WT_uninfected_whole_liver	WT_uninfected_whole_liver	whole liver	4	ok	NA	1000	4	4	9.606681809911851	0.10916866970375148	3.734962976599407	-5.9349179331489195	-5.6560769401884965	0.0062466868135553355	5.6560769401884965	5.9349179331489195	2.5428667431813086	0.03296703296703297	0.02097902097902098	1	0.053667262969588556	0.03337571519389701	1	TRUE
GSE119119	GSE119119_design__T=whole_liver__H=4__B=NA__G=WT_virus_plus_rh9C12_WT_whole_liver__VS=WT_uninfected_whole_liver	<upstream_project_root>/00_metadata/verified_metadata/splited/GSE119119_design/GSE119119_design__T=whole_liver__H=4__B=NA__G=WT_virus_plus_rh9C12_WT_whole_liver__VS=WT_uninfected_whole_liver.tsv	primary_acute_validation	primary_acute_validation	Primary acute validation	WT_virus_plus_rh9C12_WT_whole_liver__vs__WT_uninfected_whole_liver	WT_uninfected_whole_liver	whole liver	4	ok	NA	1000	4	4	15.021082164906733	0.04104103306909009	5.543201981125087	-8.324563599929496	-7.944238730866857	-0.0034152470638364463	8.123538620553234	8.50386348961587	2.7024166145930675	0.028971028971028972	0.016983016983016984	1	0.04828504828504829	0.028305028305028308	1	TRUE
GSE139529	GSE139529_design__T=blood__H=24__B=NA__G=ad.mva__VS=none	<upstream_project_root>/00_metadata/verified_metadata/splited/GSE139529_design/GSE139529_design__T=blood__H=24__B=NA__G=ad.mva__VS=none.tsv	primary_acute_validation	primary_acute_validation	Primary acute validation	ad.mva__vs__none	none	blood	24	ok	NA	1000	6	6	12.688781334511159	0.10089717124297044	4.012717090485821	-8.294420323061223	-5.939525895155635	0.06580041431166128	5.920213226906512	8.913774104626524	3.136997670011212	0.004995004995004995	0.003996003996003996	1	0.02706970448905933	0.01295001295001295	1	TRUE
GSE139529	GSE139529_design__T=blood__H=24__B=NA__G=ad_empty__VS=none	<upstream_project_root>/00_metadata/verified_metadata/splited/GSE139529_design/GSE139529_design__T=blood__H=24__B=NA__G=ad_empty__VS=none.tsv	primary_acute_validation	primary_acute_validation	Primary acute validation	ad_empty__vs__none	none	blood	24	ok	NA	1000	6	6	13.17891812194547	0.0706587838640369	4.1250854377852475	-8.804915019018296	-5.916196096178199	0.0882041061293588	5.530190128925287	8.516785452732293	3.1776940225313828	0.002997002997002997	9.99000999000999e-4	1	0.02706970448905933	0.01295001295001295	1	TRUE
GSE139529	GSE139529_design__T=blood__H=24__B=NA__G=ad_fhbp__VS=none	<upstream_project_root>/00_metadata/verified_metadata/splited/GSE139529_design/GSE139529_design__T=blood__H=24__B=NA__G=ad_fhbp__VS=none.tsv	primary_acute_validation	primary_acute_validation	Primary acute validation	ad_fhbp__vs__none	none	blood	24	ok	NA	1000	6	6	14.328300033552733	-0.04304315883897807	4.436337753562549	-9.498759654753007	-5.813459528155782	-0.011451060396008295	5.598190527037678	9.364047829035833	3.2394610128254935	0.001998001998001998	0.001998001998001998	1	0.02706970448905933	0.01295001295001295	1	TRUE
GSE139529	GSE139529_design__T=blood__H=24__B=NA__G=ad_pref__VS=none	<upstream_project_root>/00_metadata/verified_metadata/splited/GSE139529_design/GSE139529_design__T=blood__H=24__B=NA__G=ad_pref__VS=none.tsv	primary_acute_validation	primary_acute_validation	Primary acute validation	ad_pref__vs__none	none	blood	24	ok	NA	1000	6	6	1.670093998272992	0.048149913422524115	1.2866602980371198	-2.0895144287226457	-1.8859124359444328	0.13605478233928103	1.9286998441837455	2.2539649440083935	1.2605845438184768	0.2177822177822178	0.1108891108891109	0.8901098901098901	0.2628406076681939	0.13156335190233495	1	FALSE
GSE139529	GSE139529_design__T=blood__H=24__B=NA__G=mva.ad__VS=none	<upstream_project_root>/00_metadata/verified_metadata/splited/GSE139529_design/GSE139529_design__T=blood__H=24__B=NA__G=mva.ad__VS=none.tsv	primary_acute_validation	primary_acute_validation	Primary acute validation	mva.ad__vs__none	none	blood	24	ok	NA	1000	6	6	15.317256935802664	0.12095760097557007	4.5729142543419785	-10.079782639864781	-5.702994949707368	0.0229078279087771	5.765021761800611	10.190644510522521	3.3231104913892096	0.003996003996003996	0.002997002997002997	1	0.02706970448905933	0.01295001295001295	1	TRUE
GSE139529	GSE139529_design__T=blood__H=24__B=NA__G=mva_fhbp__VS=none	<upstream_project_root>/00_metadata/verified_metadata/splited/GSE139529_design/GSE139529_design__T=blood__H=24__B=NA__G=mva_fhbp__VS=none.tsv	primary_acute_validation	primary_acute_validation	Primary acute validation	mva_fhbp__vs__none	none	blood	24	ok	NA	1000	6	6	14.336311710882491	0.03434039394283968	4.376969160701856	-9.135367629195402	-5.94875343602851	-0.043933053743150374	5.935740681532167	9.618066623943847	3.2675513104703486	0.001998001998001998	0.001998001998001998	1	0.02706970448905933	0.01295001295001295	1	TRUE
GSE279743	GSE279743_design__T=Lymph_Node__H=6__B=NA__G=delivery_vaccination_with_sm102__VS=baseline_0	<upstream_project_root>/00_metadata/verified_metadata/splited/GSE279743_design/GSE279743_design__T=Lymph_Node__H=6__B=NA__G=delivery_vaccination_with_sm102__VS=baseline_0.tsv	primary_acute_validation	primary_acute_validation	Primary acute validation	delivery_vaccination_with_sm102__vs__baseline_0	baseline_0	Lymph Node	6	ok	NA	1000	3	3	13.946939108182677	0.016797915537554615	6.439102705844529	-13.946939108182677	-13.946939108182677	2.834118954264719	7.238346286126026	13.946939108182677	2.163366827493101	0.1008991008991009	0.04795204795204795	1	0.13458239873334213	0.06455083378160302	1	FALSE
GSE279743	GSE279743_design__T=Lymph_Node__H=6__B=NA__G=delivery_vaccination_with_ssop__VS=baseline_0	<upstream_project_root>/00_metadata/verified_metadata/splited/GSE279743_design/GSE279743_design__T=Lymph_Node__H=6__B=NA__G=delivery_vaccination_with_ssop__VS=baseline_0.tsv	primary_acute_validation	primary_acute_validation	Primary acute validation	delivery_vaccination_with_ssop__vs__baseline_0	baseline_0	Lymph Node	6	ok	NA	1000	3	3	2.349508430440869	-0.05188052433527261	1.3263823691225933	-2.372544917982526	-2.372544917982526	-0.1767177771395858	2.372544917982526	2.372544917982526	1.8104801531436738	0.21478521478521478	0.0969030969030969	0.949050949050949	0.2628406076681939	0.11900380321432953	1	FALSE
GSE166655	GSE166655_design__T=Tibialis_anterior__H=1008__B=NA__G=delivery_aav9_ar45__VS=delivery_untreated	<upstream_project_root>/00_metadata/verified_metadata/splited/GSE166655_design/GSE166655_design__T=Tibialis_anterior__H=1008__B=NA__G=delivery_aav9_ar45__VS=delivery_untreated.tsv	extended_validation	extended_validation	Extended validation	delivery_aav9_ar45__vs__delivery_untreated	delivery_untreated	Tibialis anterior	1008	ok	NA	1000	3	3	2.14949309685498	0.021472293895049798	1.101281253344421	-2.14949309685498	-2.14949309685498	0.05851885242897392	1.7592592180811761	2.14949309685498	1.9323136542072792	0.1008991008991009	0.04795204795204795	1	0.13458239873334213	0.06455083378160302	1	FALSE
GSE166655	GSE166655_design__T=Tibialis_anterior__H=1008__B=NA__G=delivery_aav9_gfp__VS=delivery_untreated	<upstream_project_root>/00_metadata/verified_metadata/splited/GSE166655_design/GSE166655_design__T=Tibialis_anterior__H=1008__B=NA__G=delivery_aav9_gfp__VS=delivery_untreated.tsv	extended_validation	extended_validation	Extended validation	delivery_aav9_gfp__vs__delivery_untreated	delivery_untreated	Tibialis anterior	1008	ok	NA	1000	3	3	-0.05802375536641783	-0.022851026930894476	0.7138121939840446	-1.5615461370745103	-0.878734086504886	-0.05802375536641783	0.878734086504886	1.5615461370745103	-0.049274485266511917	1	0.5404595404595405	0.5274725274725275	1	0.5646592213756393	1	FALSE
GSE178313	GSE178313_design__T=Liver__H=24__B=NA__G=mouse_repopulated_lnp__VS=mouse_repopulated_pbs	<upstream_project_root>/00_metadata/verified_metadata/splited/GSE178313_design/GSE178313_design__T=Liver__H=24__B=NA__G=mouse_repopulated_lnp__VS=mouse_repopulated_pbs.tsv	extended_validation	extended_validation	Extended validation	mouse_repopulated_lnp__vs__mouse_repopulated_pbs	mouse_repopulated_pbs	Liver	24	ok	NA	1000	4	4	6.743275601355258	-0.0629325561217934	3.38925779161119	-6.503115752361751	-5.493221618484824	-0.1808589219786274	5.493221618484824	6.503115752361751	2.0081706898552283	0.01998001998001998	0.01098901098901099	1	0.04113533525298231	0.021367521367521368	1	TRUE
GSE264344	GSE264344_design__T=Blood__H=72__B=NA__G=delivery_ad26__VS=baseline_0	<upstream_project_root>/00_metadata/verified_metadata/splited/GSE264344_design/GSE264344_design__T=Blood__H=72__B=NA__G=delivery_ad26__VS=baseline_0.tsv	extended_validation	extended_validation	Extended validation	delivery_ad26__vs__baseline_0	baseline_0	Blood	72	ok	NA	1000	5	5	0.08713996296972348	3.894011710373625e-4	0.09417828679371282	-0.19510277311205693	-0.15978391779512516	0.00610597151009834	0.15978391779512516	0.1892100673336754	0.9211312368497814	0.34165834165834164	0.16183816183816183	0.8411588411588412	0.38574328896909543	0.18571592342084142	1	FALSE
GSE264344	GSE264344_design__T=Blood__H=72__B=NA__G=delivery_ad5__VS=baseline_0	<upstream_project_root>/00_metadata/verified_metadata/splited/GSE264344_design/GSE264344_design__T=Blood__H=72__B=NA__G=delivery_ad5__VS=baseline_0.tsv	extended_validation	extended_validation	Extended validation	delivery_ad5__vs__baseline_0	baseline_0	Blood	72	ok	NA	1000	5	5	0.26635130536495155	0.004746918145828431	0.11547072263354403	-0.22007343343700225	-0.18762334879683826	0.004823839142075403	0.19570894985251508	0.22026849258979023	2.2655473288181147	0.015984015984015984	0.004995004995004995	0.997002997002997	0.033905488450942996	0.01295001295001295	1	TRUE
GSE264344	GSE264344_design__T=Muscle__H=72__B=NA__G=delivery_ad26__VS=baseline_0	<upstream_project_root>/00_metadata/verified_metadata/splited/GSE264344_design/GSE264344_design__T=Muscle__H=72__B=NA__G=delivery_ad26__VS=baseline_0.tsv	extended_validation	extended_validation	Extended validation	delivery_ad26__vs__baseline_0	baseline_0	Muscle	72	ok	NA	1000	5	5	1.0550234100660878	-0.013218453257822848	0.43005918892132805	-0.7361427293616388	-0.6945909814120592	-0.03661694016808048	0.6784257820975862	0.7361427293616388	2.4839414918752665	0.011988011988011988	0.007992007992007992	0.997002997002997	0.02706970448905933	0.016454134101192924	1	TRUE
GSE264344	GSE264344_design__T=Muscle__H=72__B=NA__G=delivery_ad5__VS=baseline_0	<upstream_project_root>/00_metadata/verified_metadata/splited/GSE264344_design/GSE264344_design__T=Muscle__H=72__B=NA__G=delivery_ad5__VS=baseline_0.tsv	extended_validation	extended_validation	Extended validation	delivery_ad5__vs__baseline_0	baseline_0	Muscle	72	ok	NA	1000	5	5	1.441223145245387	-0.014881980021512881	0.5535398327056917	-1.0634684152252414	-0.9178666306147374	-0.00846919347190822	0.9136146439286208	0.9870674695707056	2.630533593489536	0.007992007992007992	0.002997002997002997	1	0.02706970448905933	0.01295001295001295	1	TRUE
GSE264344	GSE264344_design__T=dLN__H=72__B=NA__G=delivery_ad26__VS=baseline_0	<upstream_project_root>/00_metadata/verified_metadata/splited/GSE264344_design/GSE264344_design__T=dLN__H=72__B=NA__G=delivery_ad26__VS=baseline_0.tsv	extended_validation	extended_validation	Extended validation	delivery_ad26__vs__baseline_0	baseline_0	dLN	72	ok	NA	1000	5	5	0.3932971804473866	0.01737608136911682	0.22172941543350655	-0.3896700508663767	-0.35633987853075677	0.029330354134825876	0.3778113076269619	0.39284721237169484	1.6954047271684756	0.04095904095904096	0.024975024975024976	0.981018981018981	0.06232897537245364	0.03719684570748401	1	TRUE
GSE264344	GSE264344_design__T=dLN__H=72__B=NA__G=delivery_ad5__VS=baseline_0	<upstream_project_root>/00_metadata/verified_metadata/splited/GSE264344_design/GSE264344_design__T=dLN__H=72__B=NA__G=delivery_ad5__VS=baseline_0.tsv	extended_validation	extended_validation	Extended validation	delivery_ad5__vs__baseline_0	baseline_0	dLN	72	ok	NA	1000	5	5	0.4507210263939263	0.0017603696119319204	0.2463668253835125	-0.4507210263939263	-0.4120492652316934	0.0026602963148544267	0.40383148842623173	0.4507210263939263	1.8223259405283547	0.052947052947052944	0.026973026973026972	0.9790209790209791	0.0756386470672185	0.03853289567575282	1	FALSE
GSE314070	GSE314070_design__T=small_intestine__H=336__B=NA__G=delivery_am80_lnp__VS=baseline_0	<upstream_project_root>/00_metadata/verified_metadata/splited/GSE314070_design/GSE314070_design__T=small_intestine__H=336__B=NA__G=delivery_am80_lnp__VS=baseline_0.tsv	extended_validation	extended_validation	Extended validation	delivery_am80_lnp__vs__baseline_0	baseline_0	small intestine	336	ok	NA	1000	3	3	3.7750612954626153	0.005797525885989015	4.052314920040862	-6.435280094428638	-6.330900185054382	-0.45063886545681764	6.435280094428638	6.435280094428638	0.9301507518420159	0.5014985014985015	0.2597402597402597	0.7942057942057942	0.5249973906690324	0.2797202797202797	1	FALSE
GSE314070	GSE314070_design__T=small_intestine__H=336__B=NA__G=delivery_sm102_lnp__VS=baseline_0	<upstream_project_root>/00_metadata/verified_metadata/splited/GSE314070_design/GSE314070_design__T=small_intestine__H=336__B=NA__G=delivery_sm102_lnp__VS=baseline_0.tsv	extended_validation	extended_validation	Extended validation	delivery_sm102_lnp__vs__baseline_0	baseline_0	small intestine	336	ok	NA	1000	3	3	-1.3684435005519688	0.01737425596026533	1.375095088195425	-2.717560004461017	-1.6185931673849194	0.04780268381569697	1.6185931673849194	2.717560004461017	-1.0077977649755705	0.5024975024975025	0.8031968031968032	0.24875124875124874	0.5249973906690324	0.8148373365764671	1	FALSE
GSE262515_cell_line	GSE262515_design__T=cell_line__H=16__B=NA__G=delivery_tlnp_sihbv_50nm__VS=baseline_0	<upstream_project_root>/00_metadata/verified_metadata/splited/GSE262515_cell_line_design/GSE262515_design__T=cell_line__H=16__B=NA__G=delivery_tlnp_sihbv_50nm__VS=baseline_0.tsv	secondary_support	secondary_support_not_primary	Secondary support	delivery_tlnp_sihbv_50nm__vs__baseline_0	baseline_0	cell line	16	ok	NA	1000	3	3	3.0762415648459083	0.014331660542178205	2.026373038717053	-3.0762415648459083	-3.0762415648459083	0.46791409139926476	2.9055508538982893	3.0762415648459083	1.5110297293741635	0.10589410589410589	0.04995004995004995	1	0.1347743165924984	0.06475006475006476	1	FALSE
GSE262515_cell_line	GSE262515_design__T=cell_line__H=16__B=NA__G=delivery_tlnp_sinc_50nm__VS=baseline_0	<upstream_project_root>/00_metadata/verified_metadata/splited/GSE262515_cell_line_design/GSE262515_design__T=cell_line__H=16__B=NA__G=delivery_tlnp_sinc_50nm__VS=baseline_0.tsv	secondary_support	secondary_support_not_primary	Secondary support	delivery_tlnp_sinc_50nm__vs__baseline_0	baseline_0	cell line	16	ok	NA	1000	3	3	-0.48131475690837977	0.0014836125951811	1.3202275627685651	-2.1649011639462077	-2.1201834194968048	0.15929972353538774	2.1201834194968048	2.1649011639462077	-0.36569329645800996	0.8941058941058941	0.6093906093906094	0.4485514485514486	0.9070639505422115	0.6273138626079802	1	FALSE
GSE262515_tissue	GSE262515_design__T=tissue__H=72__B=NA__G=delivery_tlnp_sihbv_1mg_kg__VS=baseline_0	<upstream_project_root>/00_metadata/verified_metadata/splited/GSE262515_tissue_design/GSE262515_design__T=tissue__H=72__B=NA__G=delivery_tlnp_sihbv_1mg_kg__VS=baseline_0.tsv	secondary_support	secondary_support_not_primary	Secondary support	delivery_tlnp_sihbv_1mg_kg__vs__baseline_0	baseline_0	tissue	72	ok	NA	1000	3	3	1.0413601243524528	-0.005787202514199656	0.8148158065564537	-1.624852679325587	-1.624852679325587	0.04123308684092308	1.0413601243524528	1.624852679325587	1.2851337915154961	0.22477522477522477	0.10589410589410589	0.951048951048951	0.26668247007230056	0.1278032312515071	1	FALSE
GSE262515_tissue	GSE262515_design__T=tissue__H=72__B=NA__G=delivery_tlnp_sihbv_2_5mg_kg__VS=baseline_0	<upstream_project_root>/00_metadata/verified_metadata/splited/GSE262515_tissue_design/GSE262515_design__T=tissue__H=72__B=NA__G=delivery_tlnp_sihbv_2_5mg_kg__VS=baseline_0.tsv	secondary_support	secondary_support_not_primary	Secondary support	delivery_tlnp_sihbv_2_5mg_kg__vs__baseline_0	baseline_0	tissue	72	ok	NA	1000	3	3	0.5621390394308718	0.023175704120938858	0.6350670801575801	-1.25923231438902	-0.8617384239039487	0.03206183868359247	1.25923231438902	1.25923231438902	0.8486715059709902	0.4985014985014985	0.25274725274725274	0.7932067932067932	0.5249973906690324	0.2764423076923077	1	FALSE
GSE262515_tissue	GSE262515_design__T=tissue__H=72__B=NA__G=delivery_tlnp_sinc_1mg_kg__VS=baseline_0	<upstream_project_root>/00_metadata/verified_metadata/splited/GSE262515_tissue_design/GSE262515_design__T=tissue__H=72__B=NA__G=delivery_tlnp_sinc_1mg_kg__VS=baseline_0.tsv	secondary_support	secondary_support_not_primary	Secondary support	delivery_tlnp_sinc_1mg_kg__vs__baseline_0	baseline_0	tissue	72	ok	NA	1000	3	3	0.7571044035156834	0.0399335364402126	0.711189365651159	-1.358697925725113	-1.358697925725113	0.0549581645809456	1.358697925725113	1.358697925725113	1.0084105608340126	0.4035964035964036	0.2087912087912088	0.8301698301698301	0.4414335664335664	0.231990231990232	1	FALSE
